county,tract,cd106,cntyname,pop2k,afact106
42045,4026,2,Delaware PA,3366,1
42045,4027,1,Delaware PA,2453,1
42045,4028,7,Delaware PA,5468,1
42045,4029,1,Delaware PA,3375,1
42045,4030.01,1,Delaware PA,3264,1
42045,4030.02,1,Delaware PA,2983,1
42045,4031.01,7,Delaware PA,3560,1
42045,4031.03,7,Delaware PA,2686,1
42045,4031.04,7,Delaware PA,2418,1
42045,4032,7,Delaware PA,4313,1
42045,4033,7,Delaware PA,6779,1
42045,4034.01,1,Delaware PA,3114,1
42045,4034.02,1,Delaware PA,3864,1
42045,4035.01,1,Delaware PA,4581,1
42045,4035.02,1,Delaware PA,2895,1
42045,4036.01,7,Delaware PA,4067,1
42045,4036.02,7,Delaware PA,1918,1
42045,4037.01,1,Delaware PA,1895,1
42045,4037.02,1,Delaware PA,2458,1
42045,4038,7,Delaware PA,6594,1
42045,4039.01,7,Delaware PA,3485,1
42045,4039.02,7,Delaware PA,3711,1
42045,4040.02,7,Delaware PA,7195,1
42045,4040.03,7,Delaware PA,1825,1
42045,4040.04,7,Delaware PA,6484,1
42045,4041.01,7,Delaware PA,6443,1
42045,4041.02,7,Delaware PA,5371,1
42045,4041.03,7,Delaware PA,3473,1
42045,4042,7,Delaware PA,860,1
42045,4043,1,Delaware PA,2442,1
42045,4044,1,Delaware PA,1532,1
42045,4045,1,Delaware PA,5037,1
42045,4046,1,Delaware PA,2268,0.9391
42045,4046,7,Delaware PA,147,0.0609
42045,4047,1,Delaware PA,4067,1
42045,4048,1,Delaware PA,2625,1
42045,4049,1,Delaware PA,1730,1
42045,4050,1,Delaware PA,2413,1
42045,4051,1,Delaware PA,2312,1
42045,4052,1,Delaware PA,2721,1
42045,4053,1,Delaware PA,3574,1
42045,4054,1,Delaware PA,2144,0.9012
42045,4054,7,Delaware PA,235,0.0988
42045,4056,1,Delaware PA,1640,1
42045,4057,1,Delaware PA,2035,1
42045,4058,1,Delaware PA,2374,1
42045,4061,7,Delaware PA,2267,1
42045,4062.01,7,Delaware PA,2932,1
42045,4062.02,7,Delaware PA,5053,1
42045,4063,7,Delaware PA,2977,1
42045,4064.01,7,Delaware PA,2935,1
42045,4064.02,7,Delaware PA,1669,1
42045,4065,1,Delaware PA,52,0.0274
42045,4065,7,Delaware PA,1849,0.9726
42045,4066,7,Delaware PA,2314,1
42045,4067,7,Delaware PA,3591,1
42045,4068.01,7,Delaware PA,4431,1
42045,4068.02,7,Delaware PA,4611,1
42045,4068.03,7,Delaware PA,7800,1
42045,4069.02,7,Delaware PA,6278,1
42045,4069.03,7,Delaware PA,5424,1
42045,4069.04,7,Delaware PA,4501,1
42045,4070,7,Delaware PA,2481,1
42045,4071.01,7,Delaware PA,3619,1
42045,4071.02,7,Delaware PA,3184,1
42045,4072.01,7,Delaware PA,5436,1
42045,4072.02,7,Delaware PA,3825,1
42045,4073,7,Delaware PA,944,1
42045,4074.01,7,Delaware PA,3792,1
42045,4074.03,7,Delaware PA,6847,1
42045,4074.04,7,Delaware PA,2817,1
42045,4075.01,7,Delaware PA,2288,1
42045,4075.02,7,Delaware PA,3245,1
42045,4076,7,Delaware PA,6170,1
42045,4077,7,Delaware PA,2715,1
42045,4078.01,7,Delaware PA,4163,1
42045,4078.02,7,Delaware PA,6410,1
42045,4078.03,7,Delaware PA,5287,1
42045,4078.04,7,Delaware PA,4358,1
42045,4078.05,7,Delaware PA,1653,1
42045,4078.06,7,Delaware PA,1806,1
42045,4079.01,7,Delaware PA,4155,1
42045,4079.02,7,Delaware PA,2735,1
42045,4079.03,7,Delaware PA,3619,1
42045,4080.01,7,Delaware PA,6092,1
42045,4080.02,7,Delaware PA,4416,1
42045,4081.01,7,Delaware PA,5163,1
42045,4081.02,7,Delaware PA,3532,1
42045,4081.03,7,Delaware PA,4534,1
42045,4083,7,Delaware PA,3993,1
42045,4084,7,Delaware PA,1984,1
42045,4085,7,Delaware PA,4004,1
42045,4086,7,Delaware PA,3555,1
42045,4087,7,Delaware PA,5017,1
42045,4088,7,Delaware PA,5013,1
42045,4089,7,Delaware PA,3054,1
42045,4090,7,Delaware PA,3651,1
42045,4091,7,Delaware PA,4221,1
42045,4092,7,Delaware PA,4136,1
42045,4093,7,Delaware PA,2388,1
42045,4094,7,Delaware PA,2845,1
42045,4095,7,Delaware PA,4637,1
42045,4096.01,7,Delaware PA,4942,1
42045,4096.02,7,Delaware PA,3307,1
42045,4097.01,7,Delaware PA,6652,1
42045,4097.02,7,Delaware PA,3352,1
42045,4098.02,7,Delaware PA,5449,1
42045,4098.03,7,Delaware PA,7176,1
42045,4099.02,7,Delaware PA,4321,1
42045,4099.03,7,Delaware PA,4070,1
42045,4099.04,7,Delaware PA,3309,1
42045,4100,7,Delaware PA,3918,1
42045,4101,7,Delaware PA,7093,1
42045,4102,7,Delaware PA,3170,1
42045,4103.01,7,Delaware PA,4882,1
42045,4103.02,7,Delaware PA,5051,1
42045,4104,7,Delaware PA,6421,1
42047,9901,5,Elk PA,1721,1
42047,9902,5,Elk PA,3666,1
42047,9904,5,Elk PA,4591,1
42047,9905,5,Elk PA,3003,1
42047,9909,5,Elk PA,2321,1
42047,9910,5,Elk PA,5308,1
42047,9911,5,Elk PA,6278,1
42047,9912,5,Elk PA,2259,1
42047,9913,5,Elk PA,5965,1
42049,1,21,Erie PA,2481,1
42049,2,21,Erie PA,4133,1
42049,3,21,Erie PA,3610,1
42049,4,21,Erie PA,2909,1
42049,5,21,Erie PA,3225,1
42049,6,21,Erie PA,3283,1
42049,7,21,Erie PA,2983,1
42049,8,21,Erie PA,3441,1
42049,9,21,Erie PA,4948,1
42049,10,21,Erie PA,3519,1
42049,11,21,Erie PA,2832,1
42049,12,21,Erie PA,2728,1
42049,13,21,Erie PA,1830,1
42049,14,21,Erie PA,1804,1
42049,15,21,Erie PA,2794,1
42049,16,21,Erie PA,4267,1
42049,17,21,Erie PA,3024,1
42049,18,21,Erie PA,2576,1
42049,19,21,Erie PA,2204,1
42049,20,21,Erie PA,3536,1
42049,21,21,Erie PA,3755,1
42049,22,21,Erie PA,3968,1
42049,23,21,Erie PA,2771,1
42049,24,21,Erie PA,3319,1
42049,25,21,Erie PA,2561,1
42049,26,21,Erie PA,4389,1
42049,27,21,Erie PA,6854,1
42049,28,21,Erie PA,6810,1
42049,29,21,Erie PA,2916,1
42049,30,21,Erie PA,4218,1
42049,101.01,21,Erie PA,3378,1
42049,101.03,21,Erie PA,2010,1
42049,101.04,21,Erie PA,2400,1
42049,101.07,21,Erie PA,1607,1
42049,101.09,21,Erie PA,1898,1
42049,102.01,21,Erie PA,5975,1
42049,102.02,21,Erie PA,5607,1
42049,103.01,21,Erie PA,5008,1
42049,103.03,21,Erie PA,5269,1
42049,103.04,21,Erie PA,4871,1
42049,104,21,Erie PA,5170,1
42049,105,21,Erie PA,4760,1
42049,106,21,Erie PA,1547,1
42049,107,21,Erie PA,4163,1
42049,108,21,Erie PA,3700,1
42049,109.02,21,Erie PA,4451,1
42049,109.03,21,Erie PA,6237,1
42049,109.04,21,Erie PA,3289,1
42049,110.01,21,Erie PA,6753,1
42049,110.02,21,Erie PA,3707,1
42049,111.01,21,Erie PA,4900,1
42049,111.02,21,Erie PA,3481,1
42049,112.01,21,Erie PA,4768,1
42049,112.02,21,Erie PA,5529,1
42049,113,21,Erie PA,3617,1
42049,114,21,Erie PA,4048,1
42049,115.03,21,Erie PA,3851,1
42049,115.04,21,Erie PA,4776,1
42049,115.05,21,Erie PA,2778,1
42049,115.07,21,Erie PA,2845,1
42049,115.08,21,Erie PA,928,1
42049,116,21,Erie PA,4601,1
42049,117.01,21,Erie PA,2962,1
42049,117.02,21,Erie PA,6649,1
42049,118.01,21,Erie PA,2655,1
42049,118.02,21,Erie PA,3363,1
42049,119,21,Erie PA,6834,1
42049,120.01,21,Erie PA,2803,1
42049,120.02,21,Erie PA,3463,1
42049,121,21,Erie PA,7419,1
42049,122.01,21,Erie PA,6135,1
42049,122.02,21,Erie PA,6950,1
42051,2601,20,Fayette PA,6386,1
42051,2602,20,Fayette PA,4550,1
42051,2603,20,Fayette PA,4062,1
42051,2604.01,20,Fayette PA,2681,1
42051,2604.02,20,Fayette PA,5101,1
42051,2605,12,Fayette PA,3111,0.4557
42051,2605,20,Fayette PA,3716,0.5443
42051,2606,12,Fayette PA,4782,1
42051,2607,12,Fayette PA,4376,1
42051,2608,12,Fayette PA,4752,1
42051,2609,12,Fayette PA,4705,1
42051,2610,20,Fayette PA,2628,1
42051,2611,20,Fayette PA,2810,1
42051,2612,20,Fayette PA,2804,1
42051,2613,20,Fayette PA,5452,1
42051,2614,20,Fayette PA,6397,1
42051,2615,20,Fayette PA,4644,1
42051,2616,12,Fayette PA,3127,1
42051,2617,12,Fayette PA,3317,1
42051,2618,12,Fayette PA,4052,1
42051,2619,20,Fayette PA,4057,1
42051,2620,20,Fayette PA,5210,1
42051,2621,20,Fayette PA,2830,1
42051,2622,20,Fayette PA,3973,1
42051,2623,20,Fayette PA,4392,1
42051,2624,20,Fayette PA,3297,1
42051,2625,12,Fayette PA,3644,1
42051,2626,12,Fayette PA,3454,1
42051,2627,12,Fayette PA,7231,1
42051,2628,12,Fayette PA,7339,1
42051,2629,20,Fayette PA,5595,1
42051,2630,20,Fayette PA,3611,1
42051,2631,20,Fayette PA,6296,1
42051,2632,12,Fayette PA,2441,1
42051,2633,12,Fayette PA,1175,0.6452
42051,2633,20,Fayette PA,646,0.3547
42053,9801,5,Forest PA,2027,1
42053,9802,5,Forest PA,2919,1
42055,101,9,Franklin PA,4091,1
42055,102,9,Franklin PA,4088,1
42055,103,9,Franklin PA,7488,1
42055,104,9,Franklin PA,6749,1
42055,105,9,Franklin PA,5535,1
42055,106,9,Franklin PA,6075,1
42055,107,9,Franklin PA,7025,1
42055,108,9,Franklin PA,3727,1
42055,109,9,Franklin PA,3963,1
42055,110,9,Franklin PA,3701,1
42055,111,9,Franklin PA,3727,1
42055,112,9,Franklin PA,2744,1
42055,113,9,Franklin PA,8949,1
42055,114,9,Franklin PA,5775,1
42055,115,9,Franklin PA,5791,1
42055,116,9,Franklin PA,5283,1
42055,117,9,Franklin PA,6474,1
42055,118,9,Franklin PA,3722,1
42055,119,9,Franklin PA,6030,1
42055,120,9,Franklin PA,7203,1
42055,121,9,Franklin PA,3044,1
42055,122,9,Franklin PA,3232,1
42055,123,9,Franklin PA,3766,1
42055,124,9,Franklin PA,2616,1
42055,125.01,9,Franklin PA,5021,1
42055,125.02,9,Franklin PA,3494,1
42057,9901,9,Fulton PA,4543,1
42057,9902,9,Fulton PA,5325,1
42057,9903,9,Fulton PA,4393,1
42059,9701,20,Greene PA,7120,1
42059,9702,20,Greene PA,3308,1
42059,9703,20,Greene PA,4980,1
42059,9704,20,Greene PA,4877,1
42059,9705,20,Greene PA,8893,1
42059,9706,20,Greene PA,4184,1
42059,9707,20,Greene PA,2943,1
42059,9708,20,Greene PA,4367,1
42061,9501,9,Huntingdon PA,1856,1
42061,9502,9,Huntingdon PA,3380,1
42061,9503,9,Huntingdon PA,7942,1
42061,9504,9,Huntingdon PA,6918,1
42061,9505,9,Huntingdon PA,3487,1
42061,9506,9,Huntingdon PA,3889,1
42061,9508,9,Huntingdon PA,3696,1
42061,9509,9,Huntingdon PA,2504,1
42061,9510,9,Huntingdon PA,2666,1
42061,9511,9,Huntingdon PA,2025,1
42061,9512,9,Huntingdon PA,4791,1
42061,9513,9,Huntingdon PA,2432,1
42063,9601,12,Indiana PA,4356,1
42063,9602,12,Indiana PA,5018,1
42063,9603,12,Indiana PA,2845,1
42063,9604,12,Indiana PA,3995,1
42063,9605,12,Indiana PA,3793,1
42063,9606,12,Indiana PA,5345,1
42063,9607,12,Indiana PA,6200,1
42063,9608,12,Indiana PA,3910,1
42063,9609,12,Indiana PA,3924,1
42063,9610,12,Indiana PA,2355,1
42063,9611.01,12,Indiana PA,4893,1
42063,9611.02,12,Indiana PA,5078,1
42063,9612,12,Indiana PA,2569,1
42063,9613,12,Indiana PA,4389,1
42063,9614,12,Indiana PA,3415,1
42063,9615,12,Indiana PA,4256,1
42063,9616,12,Indiana PA,4876,1
42063,9617,12,Indiana PA,1844,1
42063,9618,12,Indiana PA,1744,1
42063,9619,12,Indiana PA,4709,1
42063,9620,12,Indiana PA,3746,1
42063,9621,12,Indiana PA,3607,1
42063,9622,12,Indiana PA,2738,1
42065,9501,5,Jefferson PA,2182,1
42065,9502,5,Jefferson PA,3158,1
42065,9503,5,Jefferson PA,5493,1
42065,9504,5,Jefferson PA,2059,1
42065,9505,5,Jefferson PA,2171,1
42065,9506,5,Jefferson PA,5826,1
42065,9507,5,Jefferson PA,2710,1
42065,9508,5,Jefferson PA,3837,1
42065,9509,5,Jefferson PA,4244,1
42065,9510,5,Jefferson PA,4152,1
42065,9511,5,Jefferson PA,3829,1
42065,9512,5,Jefferson PA,3365,1
42065,9513,5,Jefferson PA,2906,1
42067,9701,9,Juniata PA,6657,1
42067,9702,9,Juniata PA,7540,1
42067,9703,9,Juniata PA,4773,1
42067,9704,9,Juniata PA,3851,1
42069,1002,10,Lackawanna PA,2597,1
42069,1003,10,Lackawanna PA,3962,1
42069,1004,10,Lackawanna PA,2194,1
42069,1005,10,Lackawanna PA,2111,1
42069,1006,10,Lackawanna PA,4154,1
42069,1008,10,Lackawanna PA,3036,1
42069,1009,10,Lackawanna PA,1637,1
42069,1010,10,Lackawanna PA,3856,1
42069,1011,10,Lackawanna PA,2884,1
42069,1012,10,Lackawanna PA,2858,1
42069,1013,10,Lackawanna PA,2881,1
42069,1014,10,Lackawanna PA,2866,1
42069,1016,10,Lackawanna PA,2681,1
42069,1017,10,Lackawanna PA,3253,1
42069,1018,10,Lackawanna PA,3722,1
42069,1019,10,Lackawanna PA,1606,1
42069,1020,10,Lackawanna PA,2253,1
42069,1021,10,Lackawanna PA,2463,1
42069,1022,10,Lackawanna PA,2490,1
42069,1023,10,Lackawanna PA,3862,1
42069,1025,10,Lackawanna PA,3184,1
42069,1026,10,Lackawanna PA,2352,1
42069,1027,10,Lackawanna PA,2904,1
42069,1028,10,Lackawanna PA,3048,1
42069,1029,10,Lackawanna PA,3759,1
42069,1030,10,Lackawanna PA,2157,1
42069,1031,10,Lackawanna PA,1645,1
42069,1101,10,Lackawanna PA,3069,1
42069,1102.01,10,Lackawanna PA,3871,1
42069,1102.02,10,Lackawanna PA,4931,1
42069,1103,10,Lackawanna PA,4202,1
42069,1104.01,10,Lackawanna PA,6316,1
42069,1104.02,10,Lackawanna PA,2568,1
42069,1104.03,10,Lackawanna PA,2908,1
42069,1105,10,Lackawanna PA,5218,1
42069,1106,10,Lackawanna PA,2764,1
42069,1107,10,Lackawanna PA,2554,1
42069,1108,10,Lackawanna PA,3936,1
42069,1109,10,Lackawanna PA,3314,1
42069,1110,10,Lackawanna PA,2287,1
42069,1111,10,Lackawanna PA,6220,1
42069,1112,10,Lackawanna PA,7027,1
42069,1113,10,Lackawanna PA,4718,1
42069,1114,10,Lackawanna PA,4978,1
42069,1115,10,Lackawanna PA,3590,1
42069,1116,10,Lackawanna PA,2615,1
42069,1117,10,Lackawanna PA,4010,1
42069,1118,10,Lackawanna PA,7950,1
42069,1120,10,Lackawanna PA,4056,1
42069,1121,10,Lackawanna PA,4327,1
42069,1122,10,Lackawanna PA,2760,1
42069,1123,10,Lackawanna PA,2875,1
42069,1124,10,Lackawanna PA,4128,1
42069,1125,10,Lackawanna PA,6475,1
42069,1126,10,Lackawanna PA,5810,1
42069,1127,10,Lackawanna PA,2988,1
42069,1128,10,Lackawanna PA,5575,1
42069,1129,10,Lackawanna PA,8840,1
42071,1,16,Lancaster PA,2566,1
42071,2,16,Lancaster PA,2671,1
42071,3,16,Lancaster PA,4686,1
42071,4,16,Lancaster PA,4062,1
42071,5,16,Lancaster PA,4731,1
42071,6,16,Lancaster PA,3176,1
42071,7,16,Lancaster PA,3714,1
42071,8,16,Lancaster PA,4444,1
42071,9,16,Lancaster PA,3555,1
42071,10,16,Lancaster PA,3435,1
42071,11,16,Lancaster PA,3106,1
42071,12,16,Lancaster PA,4293,1
42071,14,16,Lancaster PA,4922,1
42071,15,16,Lancaster PA,1351,1
42071,16,16,Lancaster PA,2830,1
42071,101.01,16,Lancaster PA,6967,1
42071,101.02,16,Lancaster PA,3332,1
42071,102.01,17,Lancaster PA,4683,1
42071,102.02,17,Lancaster PA,4323,1
42071,103,16,Lancaster PA,22,0.003
42071,103,17,Lancaster PA,7290,0.997
42071,104,17,Lancaster PA,4784,1
42071,105.01,17,Lancaster PA,4268,1
42071,105.02,17,Lancaster PA,4310,1
42071,106,17,Lancaster PA,7923,1
42071,107.01,17,Lancaster PA,5754,1
42071,107.02,17,Lancaster PA,6154,1
42071,108.01,17,Lancaster PA,6539,1
42071,108.02,17,Lancaster PA,3067,1
42071,109,17,Lancaster PA,6765,1
42071,110,17,Lancaster PA,2689,1
42071,111,17,Lancaster PA,5405,1
42071,112,17,Lancaster PA,1913,1
42071,113,17,Lancaster PA,4060,1
42071,114,17,Lancaster PA,4338,1
42071,115.02,17,Lancaster PA,5430,1
42071,115.03,17,Lancaster PA,4826,1
42071,115.04,17,Lancaster PA,7304,1
42071,116,16,Lancaster PA,5782,1
42071,117.01,16,Lancaster PA,3337,0.7563
42071,117.01,17,Lancaster PA,1075,0.2437
42071,117.02,16,Lancaster PA,7914,0.9883
42071,117.02,17,Lancaster PA,94,0.0117
42071,117.03,16,Lancaster PA,3658,0.4784
42071,117.03,17,Lancaster PA,3989,0.5216
42071,118.01,16,Lancaster PA,2908,1
42071,118.02,16,Lancaster PA,5422,1
42071,118.03,16,Lancaster PA,5328,1
42071,118.04,16,Lancaster PA,7657,1
42071,118.05,16,Lancaster PA,2370,1
42071,119,16,Lancaster PA,9953,1
42071,120.01,16,Lancaster PA,5155,1
42071,120.02,16,Lancaster PA,3874,1
42071,121.01,16,Lancaster PA,8376,1
42071,121.02,16,Lancaster PA,7099,1
42071,122,17,Lancaster PA,6905,1
42071,123.01,17,Lancaster PA,3238,1
42071,123.02,17,Lancaster PA,2986,1
42071,124.01,17,Lancaster PA,8110,1
42071,124.02,17,Lancaster PA,4046,1
42071,125.01,16,Lancaster PA,6441,1
42071,125.02,16,Lancaster PA,4705,0.9981
42071,125.02,17,Lancaster PA,9,0.0019
42071,126.01,16,Lancaster PA,6699,1
42071,126.02,16,Lancaster PA,4278,1
42071,127,16,Lancaster PA,6960,1
42071,128,16,Lancaster PA,5092,1
42071,129,16,Lancaster PA,6183,1
42071,130,16,Lancaster PA,6766,1
42071,131.01,16,Lancaster PA,4692,1
42071,131.02,16,Lancaster PA,3537,1
42071,132.02,16,Lancaster PA,4404,1
42071,132.03,16,Lancaster PA,4192,1
42071,132.04,16,Lancaster PA,5861,1
42071,133.01,16,Lancaster PA,3661,1
42071,133.02,16,Lancaster PA,10536,1
42071,134,16,Lancaster PA,2106,1
42071,135.01,16,Lancaster PA,7195,1
42071,135.02,16,Lancaster PA,4495,1
42071,135.03,16,Lancaster PA,2497,1
42071,136.01,16,Lancaster PA,1458,1
42071,136.02,16,Lancaster PA,4676,0.7897
42071,136.02,17,Lancaster PA,1245,0.2103
42071,137.01,16,Lancaster PA,203,0.048
42071,137.01,17,Lancaster PA,4025,0.952
42071,137.02,17,Lancaster PA,7316,1
42071,138,17,Lancaster PA,3924,1
42071,139.01,16,Lancaster PA,4351,0.9984
42071,139.01,17,Lancaster PA,7,0.0016
42071,139.02,16,Lancaster PA,61,0.0163
42071,139.02,17,Lancaster PA,3688,0.9837
42071,140,16,Lancaster PA,6821,1
42071,141.01,16,Lancaster PA,4878,1
42071,141.02,16,Lancaster PA,4698,1
42071,142.01,16,Lancaster PA,5082,1
42071,142.02,16,Lancaster PA,4930,1
42071,143,16,Lancaster PA,7152,1
42071,144.01,16,Lancaster PA,6651,1
42071,144.02,16,Lancaster PA,3850,1
42071,145.01,16,Lancaster PA,4990,1
42071,145.02,16,Lancaster PA,5069,1
42071,146.01,16,Lancaster PA,3535,1
42071,146.02,16,Lancaster PA,6775,1
42073,1,4,Lawrence PA,4585,1
42073,2,4,Lawrence PA,2317,1
42073,3,4,Lawrence PA,4291,1
42073,4,4,Lawrence PA,2420,1
42073,6,4,Lawrence PA,1608,1
42073,7,4,Lawrence PA,2312,1
42073,8,4,Lawrence PA,4641,1
42073,9,4,Lawrence PA,2184,1
42073,10,4,Lawrence PA,1951,1
42073,101,4,Lawrence PA,3916,1
42073,102,4,Lawrence PA,8171,1
42073,103,4,Lawrence PA,2452,1
42073,104,4,Lawrence PA,3658,1
42073,105,4,Lawrence PA,3447,1
42073,106,4,Lawrence PA,2289,1
42073,107,4,Lawrence PA,2866,1
42073,108,4,Lawrence PA,6161,1
42073,109,4,Lawrence PA,3179,1
42073,110,4,Lawrence PA,5109,1
42073,111,4,Lawrence PA,4478,1
42073,112,4,Lawrence PA,2584,1
42073,113,4,Lawrence PA,4307,1
42073,114,4,Lawrence PA,2355,1
42073,115,4,Lawrence PA,3822,1
42073,116,4,Lawrence PA,4462,1
42073,117,4,Lawrence PA,2179,1
42073,118,4,Lawrence PA,2899,1
42075,1,17,Lebanon PA,4693,1
42075,2,17,Lebanon PA,4690,1
42075,3,17,Lebanon PA,4166,1
42075,4,17,Lebanon PA,7383,1
42075,5,17,Lebanon PA,3529,1
42075,20,17,Lebanon PA,2639,1
42075,21,17,Lebanon PA,4526,1
42075,22,17,Lebanon PA,4969,1
42075,23,17,Lebanon PA,2858,1
42075,24,17,Lebanon PA,2279,1
42075,25,17,Lebanon PA,4518,1
42075,26,17,Lebanon PA,2148,1
42075,27.01,17,Lebanon PA,5372,1
42075,27.02,17,Lebanon PA,5257,1
42075,28,17,Lebanon PA,6338,1
42075,29,17,Lebanon PA,3171,1
42075,30,17,Lebanon PA,4429,1
42075,31,17,Lebanon PA,3832,1
42075,32,17,Lebanon PA,3335,1
42075,33,17,Lebanon PA,2619,1
42075,34,17,Lebanon PA,2429,1
42075,35,17,Lebanon PA,4205,1
42075,36,17,Lebanon PA,3034,1
42075,37,17,Lebanon PA,2946,1
42075,38,17,Lebanon PA,6771,1
42075,39,17,Lebanon PA,7096,1
42075,40,17,Lebanon PA,5458,1
42075,41,17,Lebanon PA,2151,1
42075,42,17,Lebanon PA,3486,1
42077,1,15,Lehigh PA,7412,1
42077,2,15,Lehigh PA,589,1
42077,3,15,Lehigh PA,6867,1
42077,4,15,Lehigh PA,3431,1
42077,5,15,Lehigh PA,2252,1
42077,6,15,Lehigh PA,5766,1
42077,7,15,Lehigh PA,3449,1
42077,8,15,Lehigh PA,3615,1
42077,9,15,Lehigh PA,1655,1
42077,10,15,Lehigh PA,2819,1
42077,11,15,Lehigh PA,882,1
42077,12,15,Lehigh PA,2213,1
42077,13,15,Lehigh PA,2047,1
42077,14.01,15,Lehigh PA,6398,1
42077,14.02,15,Lehigh PA,2146,1
42077,15.01,15,Lehigh PA,6033,1
42077,15.02,15,Lehigh PA,6042,1
42077,16,15,Lehigh PA,3259,1
42077,17,15,Lehigh PA,4006,1
42077,18,15,Lehigh PA,4043,1
42077,19,15,Lehigh PA,4001,1
42077,20,15,Lehigh PA,4479,1
42077,21,15,Lehigh PA,6075,1
42077,22.01,15,Lehigh PA,4410,1
42077,22.02,15,Lehigh PA,4017,1
42077,23.01,15,Lehigh PA,5686,1
42077,23.02,15,Lehigh PA,3040,1
42077,51,15,Lehigh PA,4434,1
42077,52,15,Lehigh PA,6588,1
42077,53,15,Lehigh PA,7128,1
42077,54,15,Lehigh PA,6013,1
42077,55.01,15,Lehigh PA,7839,1
42077,55.02,15,Lehigh PA,6892,1
42077,56.01,15,Lehigh PA,4522,1
42077,56.02,15,Lehigh PA,5199,1
42077,57.01,15,Lehigh PA,7537,1
42077,57.02,15,Lehigh PA,4119,1
42077,57.03,15,Lehigh PA,3519,1
42077,58,15,Lehigh PA,3387,1
42077,59.01,15,Lehigh PA,6588,1
42077,59.02,15,Lehigh PA,1913,1
42077,60.01,15,Lehigh PA,4613,1
42077,60.02,15,Lehigh PA,5107,1
42077,61.01,15,Lehigh PA,4016,1
42077,61.02,15,Lehigh PA,4292,1
42077,62.01,15,Lehigh PA,9203,1
42077,62.02,15,Lehigh PA,4692,1
42077,63.02,15,Lehigh PA,3641,1
42077,63.03,15,Lehigh PA,3039,1
42077,63.04,15,Lehigh PA,3663,1
42077,63.05,15,Lehigh PA,5540,1
42077,63.06,15,Lehigh PA,8493,1
42077,64,15,Lehigh PA,7234,1
42077,65,15,Lehigh PA,5608,1
42077,66,15,Lehigh PA,5360,1
42077,67.01,15,Lehigh PA,4671,1
42077,67.02,15,Lehigh PA,2908,1
42077,67.03,15,Lehigh PA,5919,1
42077,68,15,Lehigh PA,4614,1
42077,69.02,15,Lehigh PA,2582,1
42077,69.03,15,Lehigh PA,4968,1
42077,69.04,15,Lehigh PA,6971,1
42077,70,15,Lehigh PA,3617,1
42077,91,15,Lehigh PA,3242,1
42077,92,15,Lehigh PA,3700,1
42077,93,15,Lehigh PA,3213,1
42077,94,15,Lehigh PA,3929,1
42077,95,15,Lehigh PA,4945,1
42079,2001,11,Luzerne PA,3097,1
42079,2002,11,Luzerne PA,3638,1
42079,2003,11,Luzerne PA,1935,1
42079,2004,11,Luzerne PA,2725,1
42079,2005,11,Luzerne PA,2882,1
42079,2006,11,Luzerne PA,2199,1
42079,2007,11,Luzerne PA,3645,1
42079,2008,11,Luzerne PA,3618,1
42079,2009,11,Luzerne PA,3232,1
42079,2010,11,Luzerne PA,2415,1
42079,2011,11,Luzerne PA,1249,1
42079,2012,11,Luzerne PA,2749,1
42079,2013,11,Luzerne PA,2032,1
42079,2014,11,Luzerne PA,2299,1
42079,2015,11,Luzerne PA,2399,1
42079,2016,11,Luzerne PA,3009,1
42079,2101,11,Luzerne PA,3450,1
42079,2102,11,Luzerne PA,2719,1
42079,2103,11,Luzerne PA,2851,1
42079,2104,11,Luzerne PA,1541,1
42079,2105,11,Luzerne PA,4634,1
42079,2106,11,Luzerne PA,1267,1
42079,2107,11,Luzerne PA,1862,1
42079,2108,11,Luzerne PA,3327,1
42079,2109,11,Luzerne PA,1648,1
42079,2110,11,Luzerne PA,5072,1
42079,2111.01,11,Luzerne PA,5955,1
42079,2111.02,11,Luzerne PA,2557,1
42079,2112.01,11,Luzerne PA,2557,1
42079,2112.02,11,Luzerne PA,8179,1
42079,2112.03,11,Luzerne PA,1601,1
42079,2113.01,11,Luzerne PA,4453,1
42079,2113.02,11,Luzerne PA,3206,1
42079,2113.03,11,Luzerne PA,2888,1
42079,2113.04,11,Luzerne PA,2110,1
42079,2114,11,Luzerne PA,7145,1
42079,2115,11,Luzerne PA,2833,1
42079,2116,11,Luzerne PA,3221,1
42079,2117.01,11,Luzerne PA,5233,1
42079,2117.02,11,Luzerne PA,1502,1
42079,2118,11,Luzerne PA,2447,1
42079,2119,11,Luzerne PA,6458,1
42079,2120,11,Luzerne PA,2001,1
42079,2121,11,Luzerne PA,4579,1
42079,2122,11,Luzerne PA,5157,1
42079,2123,11,Luzerne PA,2952,1
42079,2127,11,Luzerne PA,5406,1
42079,2128,11,Luzerne PA,3598,1
42079,2129,11,Luzerne PA,1449,1
42079,2130,11,Luzerne PA,1507,1
42079,2131,11,Luzerne PA,1895,1
42079,2132,11,Luzerne PA,4984,1
42079,2133,11,Luzerne PA,1782,1
42079,2134,11,Luzerne PA,4694,1
42079,2136,11,Luzerne PA,2407,1
42079,2137,11,Luzerne PA,2406,1
42079,2138,11,Luzerne PA,1694,1
42079,2139,11,Luzerne PA,2097,1
42079,2140,11,Luzerne PA,1317,1
42079,2141,11,Luzerne PA,2622,1
42079,2142,11,Luzerne PA,2744,1
42079,2143,11,Luzerne PA,2067,1
