State-County FIPS Code,Select State,Select County,State-County-Tract FIPS Code (lookup by address at http://www.ffiec.gov/Geocode/),Primary RUCA Code 2010,"Secondary RUCA Code, 2010 (see errata)","Tract Population, 2010","Land Area (square miles), 2010","Population Density (per square mile), 2010"
42019,PA,Butler County,42019902100,4,4,"2,290",0.4,"5,568.10"
42019,PA,Butler County,42019902200,4,4,"1,980",0.5,"3,659.90"
42019,PA,Butler County,42019902300,4,4,"3,573",0.7,"5,260.60"
42019,PA,Butler County,42019902400,4,4,"2,354",0.4,"5,689.30"
42019,PA,Butler County,42019902500,4,4,"3,560",0.7,"5,286.30"
42019,PA,Butler County,42019902600,4,4,"2,999",2,"1,497.90"
42019,PA,Butler County,42019902700,4,4,"2,103",1.1,"1,831.50"
42019,PA,Butler County,42019902800,4,4,"2,822",2.5,"1,123.30"
42019,PA,Butler County,42019902900,4,4,"1,960",3.1,625.7
42019,PA,Butler County,42019903000,4,4,"4,769",7.9,602.5
42019,PA,Butler County,42019903100,4,4,"2,595",4.9,528.3
42019,PA,Butler County,42019910100,5,5,"4,496",74.5,60.4
42019,PA,Butler County,42019910200,10,10,"4,895",101.1,48.4
42019,PA,Butler County,42019910301,4,4,"4,503",29.6,152.3
42019,PA,Butler County,42019910302,3,3,"4,279",54.3,78.7
42019,PA,Butler County,42019910400,7,7,"3,625",1.7,"2,182.80"
42019,PA,Butler County,42019910500,7,7,"1,898",0.6,"3,447.50"
42019,PA,Butler County,42019910600,5,5,"4,400",49.4,89.1
42019,PA,Butler County,42019910700,5,5,"2,987",23.7,126.1
42019,PA,Butler County,42019910800,5,5,"2,847",17.6,161.4
42019,PA,Butler County,42019910900,4,4,"5,051",6.8,747.9
42019,PA,Butler County,42019911000,2,2,"6,278",48.6,129.2
42019,PA,Butler County,42019911100,2,2,"4,698",24.1,195
42019,PA,Butler County,42019911200,4,4,"5,616",23.5,238.6
42019,PA,Butler County,42019911300,5,5,"5,552",47.4,117.2
42019,PA,Butler County,42019911400,2,2,"3,535",24.1,146.9
42019,PA,Butler County,42019911501,1,1,"5,504",22.9,239.9
42019,PA,Butler County,42019911502,1,1,"4,389",24.5,179.4
42019,PA,Butler County,42019911600,2,2,"5,071",24.3,208.9
42019,PA,Butler County,42019911700,1,1,"4,364",23.8,183
42019,PA,Butler County,42019911800,2,2,"6,189",44.7,138.5
42019,PA,Butler County,42019911900,1,1,"4,702",2.4,"1,923.70"
42019,PA,Butler County,42019912001,1,1,"4,938",5.3,939.5
42019,PA,Butler County,42019912002,1,1,"4,268",3.7,"1,163.70"
42019,PA,Butler County,42019912101,1,1,"3,962",1.3,"3,064.20"
42019,PA,Butler County,42019912102,1,1,"2,659",0.7,"3,599.10"
42019,PA,Butler County,42019912200,1,1,"3,299",1.7,"1,951.30"
42019,PA,Butler County,42019912301,1,1,"5,515",6.6,840.2
42019,PA,Butler County,42019912303,1,1,"2,888",0.8,"3,564.00"
42019,PA,Butler County,42019912304,1,1,"3,456",3.6,957.9
42019,PA,Butler County,42019912401,1,1,"7,813",9.9,792.9
42019,PA,Butler County,42019912402,1,1,"6,483",13.9,466.8
42019,PA,Butler County,42019912700,1,1,"7,307",24.3,300.8
42019,PA,Butler County,42019912800,2,2,"5,390",23.1,232.9
42021,PA,Cambria County,42021000100,1,1,"1,234",0.2,"5,500.90"
42021,PA,Cambria County,42021000200,1,1,837,0.4,"2,089.30"
42021,PA,Cambria County,42021000300,1,1,"2,009",0.4,"5,551.70"
42021,PA,Cambria County,42021000500,1,1,"1,819",0.4,"5,184.70"
42021,PA,Cambria County,42021000600,1,1,"1,995",0.3,"5,860.60"
42021,PA,Cambria County,42021000700,1,1,"2,556",0.8,"3,392.60"
42021,PA,Cambria County,42021001200,1,1,"3,218",0.4,"7,841.40"
42021,PA,Cambria County,42021010100,1,1,"4,248",19.5,217.8
42021,PA,Cambria County,42021010200,1,1,"1,543",0.8,"1,873.90"
42021,PA,Cambria County,42021010300,1,1,"2,338",11.5,202.9
42021,PA,Cambria County,42021010500,1,1,"3,575",3.8,933.4
42021,PA,Cambria County,42021010600,1,1,"2,467",1.1,"2,335.10"
42021,PA,Cambria County,42021010700,1,1,"3,144",9.3,339
42021,PA,Cambria County,42021010801,1,1,"5,700",5.9,973.2
42021,PA,Cambria County,42021011000,1,1,"1,636",0.4,"4,394.60"
42021,PA,Cambria County,42021011100,1,1,"5,449",12.2,446.2
42021,PA,Cambria County,42021011200,1,1,"2,284",1.1,"2,175.20"
42021,PA,Cambria County,42021011300,1,1,"5,181",2.3,"2,207.20"
42021,PA,Cambria County,42021011400,1,1,"3,443",13.3,259.3
42021,PA,Cambria County,42021011500,2,2,"4,392",47.9,91.6
42021,PA,Cambria County,42021011600,2,2,"2,734",1.9,"1,476.40"
42021,PA,Cambria County,42021011700,3,3,"2,427",31.6,76.8
42021,PA,Cambria County,42021011800,8,8,"4,063",59.4,68.4
42021,PA,Cambria County,42021011900,7,7,"3,835",3,"1,289.90"
42021,PA,Cambria County,42021012000,7,7,"6,038",74.5,81.1
42021,PA,Cambria County,42021012100,2,2,"2,455",59,41.6
42021,PA,Cambria County,42021012200,4,4.1,"3,855",39.1,98.6
42021,PA,Cambria County,42021012300,4,4.1,"4,302",30.5,141
42021,PA,Cambria County,42021012400,7,7,"3,803",36.3,104.6
42021,PA,Cambria County,42021012500,10,10,"6,099",49.8,122.4
42021,PA,Cambria County,42021012600,7,7,"3,351",1.7,"2,004.90"
42021,PA,Cambria County,42021012700,3,3,"2,680",27.2,98.5
42021,PA,Cambria County,42021012800,4,4.1,"6,722",12.8,525
42021,PA,Cambria County,42021012900,3,3,"3,640",24.8,147
42021,PA,Cambria County,42021013000,3,3,"2,638",0.7,"4,008.30"
42021,PA,Cambria County,42021013100,3,3,"2,692",29.2,92.1
42021,PA,Cambria County,42021013200,2,2,"3,985",19.6,203.7
42021,PA,Cambria County,42021013300,2,2,"5,972",46.1,129.6
42021,PA,Cambria County,42021013400,1,1,"2,633",1.8,"1,465.50"
42021,PA,Cambria County,42021013500,1,1,"2,598",0.7,"3,653.90"
42021,PA,Cambria County,42021013600,1,1,"3,323",0.7,"4,585.50"
42021,PA,Cambria County,42021013700,1,1,"4,766",6.1,778.2
42023,PA,Cameron County,42023960100,7,7,"2,073",0.7,"2,920.70"
42023,PA,Cameron County,42023960200,8,8,"3,012",395.5,7.6
42025,PA,Carbon County,42025020102,2,2,"4,781",14.6,327.5
42025,PA,Carbon County,42025020103,3,3,"3,631",36.2,100.3
42025,PA,Carbon County,42025020105,3,3,"5,950",37.6,158.3
42025,PA,Carbon County,42025020106,10,10,"2,252",70.2,32.1
42025,PA,Carbon County,42025020200,2,2,"6,370",74.9,85
42025,PA,Carbon County,42025020300,4,4,"6,383",29.9,213.8
42025,PA,Carbon County,42025020400,4,4,"3,941",1.5,"2,565.20"
42025,PA,Carbon County,42025020500,2,2,"7,186",46.4,155
42025,PA,Carbon County,42025020600,1,1,"5,500",1.6,"3,388.60"
42025,PA,Carbon County,42025020700,1,1,"5,199",16.9,307.6
42025,PA,Carbon County,42025020800,2,2,"8,642",49.2,175.8
42025,PA,Carbon County,42025020900,1,1,"5,414",2.5,"2,179.40"
42027,PA,Centre County,42027010100,2,2,"4,420",85.6,51.6
42027,PA,Centre County,42027010200,2,2,"2,950",174.2,16.9
42027,PA,Centre County,42027010300,4,4,"3,180",1.1,"2,818.20"
42027,PA,Centre County,42027010400,2,2,"3,598",147.8,24.3
42027,PA,Centre County,42027010500,2,2,"5,317",125.6,42.3
42027,PA,Centre County,42027010600,2,2,"4,108",51.9,79.1
42027,PA,Centre County,42027010700,2,2,"5,657",60.4,93.6
42027,PA,Centre County,42027010800,2,2,"5,632",149.6,37.6
42027,PA,Centre County,42027010900,2,2,"7,187",106.2,67.7
42027,PA,Centre County,42027011000,1,1,"7,470",27.1,275.3
42027,PA,Centre County,42027011100,2,2,"6,187",1.8,"3,344.50"
42027,PA,Centre County,42027011201,2,2,"4,189",27.5,152.2
42027,PA,Centre County,42027011300,1,1,"8,430",15,563.8
42027,PA,Centre County,42027011400,1,1,"6,881",9.6,718.4
42027,PA,Centre County,42027011501,1,1,"3,106",1.2,"2,577.50"
42027,PA,Centre County,42027011502,1,1,"7,867",3.1,"2,503.10"
42027,PA,Centre County,42027011600,1,1,"4,089",7.2,565.8
42027,PA,Centre County,42027011702,1,1,"5,432",11,493.9
42027,PA,Centre County,42027011800,1,1,"4,873",31.2,156.1
42027,PA,Centre County,42027011901,2,2,"2,667",23.6,113
42027,PA,Centre County,42027011902,1,1,"6,717",43.3,155.1
42027,PA,Centre County,42027012000,1,1,"6,917",0.5,"12,746.90"
42027,PA,Centre County,42027012100,1,1,"6,908",0.4,"19,201.50"
42027,PA,Centre County,42027012200,1,1,"6,180",0.6,"11,110.80"
42027,PA,Centre County,42027012300,1,1,"1,839",0.5,"3,439.10"
42027,PA,Centre County,42027012400,1,1,"4,779",0.5,"9,925.10"
42027,PA,Centre County,42027012500,1,1,"4,417",0.1,"33,590.20"
42027,PA,Centre County,42027012600,1,1,"3,454",0.2,"16,222.30"
42027,PA,Centre County,42027012700,1,1,"2,654",1.1,"2,481.70"
42027,PA,Centre County,42027012800,1,1,"4,886",0.7,"7,306.40"
42027,PA,Centre County,42027981202,1,1,"1,999",1.2,"1,719.70"
42029,PA,Chester County,42029300101,1,1,"2,982",2.5,"1,193.70"
42029,PA,Chester County,42029300103,1,1,"2,519",0.8,"3,056.70"
42029,PA,Chester County,42029300104,1,1,"5,031",2.5,"1,984.80"
42029,PA,Chester County,42029300106,1,1,"4,589",1.6,"2,939.40"
42029,PA,Chester County,42029300107,1,1,"4,357",7.9,553
42029,PA,Chester County,42029300108,1,1,"6,235",2.4,"2,547.50"
42029,PA,Chester County,42029300109,1,1,"3,619",2,"1,791.00"
42029,PA,Chester County,42029300201,1,1,"5,146",2.5,"2,080.20"
42029,PA,Chester County,42029300202,1,1,"5,331",5.8,926.9
42029,PA,Chester County,42029300301,1,1,"3,916",11.3,345.3
42029,PA,Chester County,42029300302,1,1,"3,462",5.6,621
42029,PA,Chester County,42029300303,1,1,"3,115",1.2,"2,616.30"
42029,PA,Chester County,42029300400,1,1,"2,998",1.3,"2,378.60"
42029,PA,Chester County,42029300501,1,1,"4,824",5.5,880.8
42029,PA,Chester County,42029300502,1,1,"3,641",2.9,"1,245.30"
42029,PA,Chester County,42029300600,1,1,"4,919",1.6,"3,121.30"
42029,PA,Chester County,42029300700,1,1,"4,777",0.5,"9,833.10"
42029,PA,Chester County,42029300800,1,1,"4,346",0.9,"4,932.10"
42029,PA,Chester County,42029300900,1,1,"2,449",0.7,"3,643.80"
42029,PA,Chester County,42029301000,1,1,"7,079",8.7,810.2
42029,PA,Chester County,42029301100,1,1,"3,323",0.8,"4,331.00"
42029,PA,Chester County,42029301300,2,2,"6,636",10.7,622.6
42029,PA,Chester County,42029301401,2,2,"2,810",2.2,"1,266.90"
42029,PA,Chester County,42029301402,2,2,"5,056",11,459.4
42029,PA,Chester County,42029301500,2,2,"2,604",7.5,345.5
42029,PA,Chester County,42029301600,2,2,"2,507",18.7,133.7
42029,PA,Chester County,42029301700,2,2,"1,803",16.2,111.2
42029,PA,Chester County,42029301800,1,1,"4,567",17.7,258.4
42029,PA,Chester County,42029301900,1,1,"4,024",9.9,407.8
42029,PA,Chester County,42029302000,1,1,"5,671",12.4,455.5
42029,PA,Chester County,42029302101,1,1,"6,293",8.4,745.4
42029,PA,Chester County,42029302102,1,1,"4,357",2.5,"1,747.00"
42029,PA,Chester County,42029302202,1,1,"6,899",7.5,922.1
42029,PA,Chester County,42029302203,1,1,"5,427",2.8,"1,961.10"
42029,PA,Chester County,42029302204,1,1,"5,948",2.6,"2,300.60"
42029,PA,Chester County,42029302300,1,1,"2,420",0.4,"5,988.00"
42029,PA,Chester County,42029302400,1,1,"4,268",0.5,"8,644.00"
42029,PA,Chester County,42029302500,1,1,"3,830",0.4,"8,663.20"
42029,PA,Chester County,42029302600,1,1,"4,543",0.4,"10,974.50"
42029,PA,Chester County,42029302702,1,1,"4,609",1.7,"2,698.90"
42029,PA,Chester County,42029302703,1,1,"3,859",4.4,883.3
42029,PA,Chester County,42029302704,1,1,"5,072",2,"2,587.00"
42029,PA,Chester County,42029302705,1,1,"3,973",1.1,"3,620.50"
42029,PA,Chester County,42029302706,1,1,"4,353",2.7,"1,601.70"
42029,PA,Chester County,42029302802,1,1,"5,335",3.9,"1,365.10"
42029,PA,Chester County,42029302803,1,1,"1,950",1.1,"1,778.20"
42029,PA,Chester County,42029302804,1,1,"3,789",2.8,"1,334.70"
42029,PA,Chester County,42029302805,1,1,"6,956",2.2,"3,155.10"
42029,PA,Chester County,42029302901,1,1,"5,036",3.9,"1,282.10"
42029,PA,Chester County,42029302902,1,1,"5,791",4.7,"1,222.80"
42029,PA,Chester County,42029303000,1,1,"3,017",3.8,787.2
42029,PA,Chester County,42029303100,1,1,"4,208",6.3,665.6
42029,PA,Chester County,42029303301,1,1,"2,856",5.9,486.7
42029,PA,Chester County,42029303302,1,1,"4,709",9.5,497.2
42029,PA,Chester County,42029303401,1,1,"4,135",0.7,"6,208.40"
42029,PA,Chester County,42029303402,1,1,"1,937",0.4,"4,851.20"
42029,PA,Chester County,42029303501,1,1,"4,108",6.5,629.4
42029,PA,Chester County,42029303502,1,1,"2,918",8.9,326.9
42029,PA,Chester County,42029303801,1,1,"4,041",9.4,430.4
42029,PA,Chester County,42029303802,1,1,"8,182",9.1,898.2
42029,PA,Chester County,42029303901,1,1,"4,646",3.8,"1,223.50"
42029,PA,Chester County,42029303902,1,1,"5,296",11.1,475.6
42029,PA,Chester County,42029304000,1,1,"4,838",3.6,"1,350.10"
42029,PA,Chester County,42029304101,1,1,"4,424",1.4,"3,276.80"
42029,PA,Chester County,42029304102,1,1,"3,467",0.8,"4,138.40"
42029,PA,Chester County,42029304201,1,1,"6,880",4.5,"1,524.30"
42029,PA,Chester County,42029304300,1,1,"6,742",11.2,604.6
42029,PA,Chester County,42029304403,1,1,"3,840",1.8,"2,098.00"
42029,PA,Chester County,42029304404,1,1,"4,859",1.8,"2,735.50"
42029,PA,Chester County,42029304405,1,1,"6,319",3,"2,109.40"
42029,PA,Chester County,42029304406,1,1,"3,071",3.8,803.5
42029,PA,Chester County,42029304501,1,1,"8,089",6.5,"1,252.50"
42029,PA,Chester County,42029304502,1,1,"3,137",4.4,711.6
42029,PA,Chester County,42029304600,1,1,"3,458",12,289.1
42029,PA,Chester County,42029304900,1,1,"7,647",24.8,309
42029,PA,Chester County,42029305000,1,1,"1,713",0.5,"3,576.30"
42029,PA,Chester County,42029305101,1,1,"4,293",11.7,365.8
42029,PA,Chester County,42029305102,1,1,"4,721",9.9,478.6
42029,PA,Chester County,42029305300,1,1,"6,796",6,"1,126.80"
42029,PA,Chester County,42029305400,1,1,"3,867",0.5,"7,575.40"
42029,PA,Chester County,42029305500,1,1,"3,899",0.6,"6,638.70"
42029,PA,Chester County,42029305600,1,1,"2,942",0.3,"9,917.20"
42029,PA,Chester County,42029305700,1,1,"2,390",0.3,"7,648.80"
42029,PA,Chester County,42029306000,1,1,"7,449",15.5,480.2
42029,PA,Chester County,42029306300,1,1,"2,854",0.7,"4,384.60"
42029,PA,Chester County,42029306501,1,1,"4,153",5.9,698.9
42029,PA,Chester County,42029306503,1,1,"2,769",4,687.1
42029,PA,Chester County,42029306504,1,1,"5,062",6.1,824.9
42029,PA,Chester County,42029306600,1,1,"3,139",9.7,323.7
42029,PA,Chester County,42029306700,1,1,"4,352",13.1,333.3
42029,PA,Chester County,42029306800,2,2,"1,681",10.1,167.2
42029,PA,Chester County,42029306900,1,1,"5,631",11.7,483.3
42029,PA,Chester County,42029307000,1,1,"5,364",9.6,558.9
42029,PA,Chester County,42029307100,2,2,"2,149",11.3,190
42029,PA,Chester County,42029307200,2,2,"1,272",17.1,74.3
42029,PA,Chester County,42029307300,1,1,"3,570",6.2,578.9
42029,PA,Chester County,42029307400,1,1,"3,593",1.3,"2,830.70"
42029,PA,Chester County,42029307700,2,2,"2,566",18.1,141.4
42029,PA,Chester County,42029307800,2,2,"2,484",16.6,149.3
42029,PA,Chester County,42029307900,1,1,"5,200",18.1,286.7
42029,PA,Chester County,42029308000,1,1,"5,077",2,"2,581.00"
42029,PA,Chester County,42029308101,1,1,"4,556",8.5,539.1
42029,PA,Chester County,42029308102,1,1,"4,094",11.6,353.7
42029,PA,Chester County,42029308200,1,1,"2,722",13.8,197.1
42029,PA,Chester County,42029310400,1,1,"3,400",0.1,"36,855.50"
42029,PA,Chester County,42029311000,2,2,"6,821",13.4,509.1
42029,PA,Chester County,42029311100,1,1,"3,604",9.9,363.1
42029,PA,Chester County,42029311200,2,2,"2,099",29,72.5
42029,PA,Chester County,42029311300,1,1,"4,582",8.2,559.7
42029,PA,Chester County,42029311401,1,1,"6,937",4.3,"1,597.60"
42029,PA,Chester County,42029311403,1,1,"3,513",4.5,772.5
42029,PA,Chester County,42029311404,1,1,"3,881",8.6,452.5
42029,PA,Chester County,42029311500,2,2,"3,395",14.3,237
42029,PA,Chester County,42029311600,1,1,"1,838",2.1,883.5
42029,PA,Chester County,42029311700,1,1,"8,740",17.6,495.7
42029,PA,Chester County,42029311800,1,1,"3,850",11.5,335.2
42031,PA,Clarion County,42031160101,10,10,"1,934",62.3,31
42031,PA,Clarion County,42031160102,7,7,"5,062",60.7,83.4
42031,PA,Clarion County,42031160200,10,10,"3,448",68.9,50.1
42031,PA,Clarion County,42031160300,10,10,"4,783",74.6,64.1
42031,PA,Clarion County,42031160400,10,10,"3,788",50,75.7
42031,PA,Clarion County,42031160500,10,10,"3,948",81.5,48.4
42031,PA,Clarion County,42031160600,7,7,"5,276",1.6,"3,351.10"
42031,PA,Clarion County,42031160700,10,10,"4,146",58.5,70.8
42031,PA,Clarion County,42031160800,10,10,"3,881",73.8,52.6
42031,PA,Clarion County,42031160900,10,10,"3,722",68.9,54
42033,PA,Clearfield County,42033330100,4,4,"4,948",22.5,220.1
42033,PA,Clearfield County,42033330200,4,4,"3,420",1,"3,556.80"
42033,PA,Clearfield County,42033330300,4,4,"4,374",2.2,"1,974.50"
42033,PA,Clearfield County,42033330400,5,5,"5,725",29.5,193.9
42033,PA,Clearfield County,42033330500,5,5,"4,568",133.2,34.3
42033,PA,Clearfield County,42033330600,4,4,"3,254",57.6,56.5
42033,PA,Clearfield County,42033330700,6,6,"2,306",200.1,11.5
42033,PA,Clearfield County,42033330800,2,2,"7,025",90.4,77.7
42033,PA,Clearfield County,42033330900,4,4,"6,572",38.1,172.3
42033,PA,Clearfield County,42033331000,6,6,"5,098",75.3,67.7
42033,PA,Clearfield County,42033331100,4,4,"3,319",1.1,"3,118.70"
42033,PA,Clearfield County,42033331200,4,4,"2,896",0.7,"3,921.10"
42033,PA,Clearfield County,42033331300,4,4,"4,427",24.9,177.8
42033,PA,Clearfield County,42033331401,5,5,"3,453",64.3,53.7
42033,PA,Clearfield County,42033331402,5,5,"3,570",57.6,62
42033,PA,Clearfield County,42033331500,10,10,"1,944",100.9,19.3
42033,PA,Clearfield County,42033331600,6,6,"2,539",75.5,33.6
42033,PA,Clearfield County,42033331700,3,3,"6,886",44.5,154.9
42033,PA,Clearfield County,42033331800,2,2,"2,952",37.1,79.6
42033,PA,Clearfield County,42033331900,10,10,"2,366",88.3,26.8
42035,PA,Clinton County,42035030100,10,10,"3,092",375.6,8.2
42035,PA,Clinton County,42035030200,4,4,"5,394",137.3,39.3
42035,PA,Clinton County,42035030300,4,4,"4,011",167.3,24
42035,PA,Clinton County,42035030400,4,4,"4,699",14.9,315.4
42035,PA,Clinton County,42035030500,2,2,"4,374",29.8,146.8
42035,PA,Clinton County,42035030600,4,4,"1,992",0.8,"2,380.30"
42035,PA,Clinton County,42035030700,4,4,"7,780",1.7,"4,688.00"
42035,PA,Clinton County,42035030800,6,6,"3,977",66.4,59.9
42035,PA,Clinton County,42035030900,2,2,"3,919",94.1,41.6
42037,PA,Columbia County,42037050100,2,2,"5,233",96.3,54.3
42037,PA,Columbia County,42037050200,2,2,"5,551",90.9,61.1
42037,PA,Columbia County,42037050300,2,2,"5,202",43.5,119.7
42037,PA,Columbia County,42037050400,1,1,"4,199",27.2,154.5
42037,PA,Columbia County,42037050500,1,1,"3,760",22.9,163.9
42037,PA,Columbia County,42037050600,1,1,"5,331",1.4,"3,822.80"
42037,PA,Columbia County,42037050700,1,1,"5,146",1.7,"3,059.70"
42037,PA,Columbia County,42037050800,1,1,"3,622",2.7,"1,328.70"
42037,PA,Columbia County,42037050900,1,1,"3,015",10.5,288.1
42037,PA,Columbia County,42037051000,1,1,"2,418",1.4,"1,695.70"
42037,PA,Columbia County,42037051100,1,1,"8,176",1.2,"6,961.10"
42037,PA,Columbia County,42037051200,1,1,"4,261",1.7,"2,435.30"
42037,PA,Columbia County,42037051300,1,1,"2,999",12.6,237.2
42037,PA,Columbia County,42037051400,1,1,"2,583",22.8,113.1
42037,PA,Columbia County,42037051500,2,2,"5,799",146.2,39.7
42039,PA,Crawford County,42039110100,3,3,"6,114",123.5,49.5
42039,PA,Crawford County,42039110201,2,2,"3,878",69.5,55.8
42039,PA,Crawford County,42039110202,3,3,"4,598",46.9,98.1
42039,PA,Crawford County,42039110300,10,10,"4,920",109.6,44.9
42039,PA,Crawford County,42039110400,10,10,"2,978",48.2,61.8
42039,PA,Crawford County,42039110501,5,5,"1,865",32.7,57
42039,PA,Crawford County,42039110502,4,4,"3,748",17.1,219
42039,PA,Crawford County,42039110600,5,5,"2,940",38.8,75.7
42039,PA,Crawford County,42039110700,4,4,"4,010",34.6,115.9
42039,PA,Crawford County,42039110800,5,5,"5,053",103.8,48.7
42039,PA,Crawford County,42039110900,10,10,"3,098",85,36.4
42039,PA,Crawford County,42039111000,8,8,"2,403",34.5,69.8
42039,PA,Crawford County,42039111100,7,7,"3,251",2.2,"1,446.70"
42039,PA,Crawford County,42039111200,7,7,"2,350",0.7,"3,595.00"
42039,PA,Crawford County,42039111300,5,5,"5,662",84.8,66.8
42039,PA,Crawford County,42039111400,4,4,"4,780",16,299.3
42039,PA,Crawford County,42039111500,4,4,"5,054",1.2,"4,060.80"
42039,PA,Crawford County,42039111600,4,4,"4,095",1.3,"3,089.40"
42039,PA,Crawford County,42039111700,4,4,"4,708",4.2,"1,133.40"
42039,PA,Crawford County,42039111800,4,4,"5,630",29.6,190.5
42039,PA,Crawford County,42039111900,6,6,"3,679",76.1,48.4
42039,PA,Crawford County,42039112001,6,6,"2,541",33.4,76.1
42039,PA,Crawford County,42039112002,6,6,"1,410",18.8,75.2
42041,PA,Cumberland County,42041010100,1,1,"5,411",2,"2,755.60"
42041,PA,Cumberland County,42041010201,1,1,"5,162",4.3,"1,187.40"
42041,PA,Cumberland County,42041010203,1,1,"3,437",1,"3,531.10"
42041,PA,Cumberland County,42041010204,1,1,"4,900",2.8,"1,771.70"
42041,PA,Cumberland County,42041010300,1,1,"4,388",1.1,"3,861.80"
42041,PA,Cumberland County,42041010400,1,1,"3,753",1.1,"3,535.50"
42041,PA,Cumberland County,42041010500,1,1,"4,135",1.1,"3,899.50"
42041,PA,Cumberland County,42041010600,1,1,"4,553",1.6,"2,824.60"
42041,PA,Cumberland County,42041010700,1,1,"3,760",1,"3,804.00"
42041,PA,Cumberland County,42041010800,1,1,"3,517",0.7,"5,128.80"
42041,PA,Cumberland County,42041010900,1,1,"4,671",1.3,"3,525.30"
42041,PA,Cumberland County,42041011002,1,1,"2,031",1.2,"1,730.00"
42041,PA,Cumberland County,42041011101,1,1,"3,263",5,655.2
42041,PA,Cumberland County,42041011102,1,1,"4,564",1.7,"2,671.60"
42041,PA,Cumberland County,42041011200,1,1,"1,569",0.3,"5,283.80"
42041,PA,Cumberland County,42041011301,1,1,"4,474",5.5,808.2
42041,PA,Cumberland County,42041011302,1,1,"7,246",2.8,"2,624.80"
42041,PA,Cumberland County,42041011303,1,1,"6,926",2.6,"2,715.30"
42041,PA,Cumberland County,42041011304,1,1,"5,023",2.3,"2,212.00"
42041,PA,Cumberland County,42041011305,1,1,"4,375",4.2,"1,035.60"
42041,PA,Cumberland County,42041011400,1,1,"4,393",1.1,"4,063.20"
42041,PA,Cumberland County,42041011500,1,1,"4,588",1.3,"3,451.40"
42041,PA,Cumberland County,42041011601,1,1,"7,486",4.3,"1,749.10"
42041,PA,Cumberland County,42041011602,1,1,"3,932",3.5,"1,113.20"
42041,PA,Cumberland County,42041011605,1,1,"4,414",5,889.9
42041,PA,Cumberland County,42041011700,2,2,"5,823",26.1,223.2
42041,PA,Cumberland County,42041011801,1,1,"7,739",24.5,315.3
42041,PA,Cumberland County,42041011802,1,1,"5,918",7.8,761.9
42041,PA,Cumberland County,42041011803,1,1,"7,040",25.7,274
42041,PA,Cumberland County,42041011901,1,1,"5,017",18,279.4
42041,PA,Cumberland County,42041011902,1,1,"6,126",5.2,"1,170.40"
42041,PA,Cumberland County,42041012000,1,1,"4,995",1.3,"3,747.70"
42041,PA,Cumberland County,42041012100,1,1,"2,077",0.6,"3,480.80"
42041,PA,Cumberland County,42041012200,1,1,"2,049",0.2,"10,958.40"
42041,PA,Cumberland County,42041012300,1,1,"2,562",0.3,"9,017.20"
42041,PA,Cumberland County,42041012400,1,1,"6,999",3.1,"2,234.80"
42041,PA,Cumberland County,42041012501,1,1,"3,742",13.2,282.8
42041,PA,Cumberland County,42041012502,1,1,"6,995",9.6,732.3
42041,PA,Cumberland County,42041012600,2,2,"5,956",27.3,218.3
42041,PA,Cumberland County,42041012701,2,2,"5,223",45.8,114
42041,PA,Cumberland County,42041012702,2,2,"4,486",60.7,73.9
42041,PA,Cumberland County,42041012800,2,2,"8,001",53,151
42041,PA,Cumberland County,42041012900,2,2,"1,316",0.4,"3,150.70"
42041,PA,Cumberland County,42041013000,2,2,"6,824",79.6,85.7
42041,PA,Cumberland County,42041013101,4,4,"9,116",79.3,114.9
42041,PA,Cumberland County,42041013102,4,4,"5,304",2.4,"2,216.20"
42041,PA,Cumberland County,42041013200,4,4,"4,449",1.4,"3,224.20"
42041,PA,Cumberland County,42041981001,1,1,"3,451",0.9,"3,672.10"
42041,PA,Cumberland County,42041981606,1,1,"2,227",0.4,"5,257.40"
42043,PA,Dauphin County,42043020100,1,1,"3,292",0.9,"3,719.70"
42043,PA,Dauphin County,42043020300,1,1,"1,734",0.1,"12,116.70"
42043,PA,Dauphin County,42043020400,1,1,"1,620",0.1,"20,516.70"
42043,PA,Dauphin County,42043020500,1,1,"3,013",0.2,"12,103.70"
42043,PA,Dauphin County,42043020600,1,1,"1,157",0.1,"7,860.20"
42043,PA,Dauphin County,42043020700,1,1,"2,745",0.2,"13,351.10"
42043,PA,Dauphin County,42043020800,1,1,"2,699",0.2,"13,467.50"
42043,PA,Dauphin County,42043020900,1,1,"3,728",0.8,"4,866.90"
42043,PA,Dauphin County,42043021100,1,1,"3,081",2.5,"1,218.60"
42043,PA,Dauphin County,42043021200,1,1,"2,409",0.2,"14,417.30"
42043,PA,Dauphin County,42043021300,1,1,"6,612",0.5,"14,287.30"
42043,PA,Dauphin County,42043021400,1,1,"5,233",0.9,"5,703.80"
42043,PA,Dauphin County,42043021500,1,1,"3,700",0.3,"11,604.00"
42043,PA,Dauphin County,42043021600,1,1,"2,700",0.3,"10,189.30"
42043,PA,Dauphin County,42043021700,1,1,"5,806",0.8,"7,246.60"
42043,PA,Dauphin County,42043021800,1,1,"2,296",1,"2,325.30"
42043,PA,Dauphin County,42043021901,1,1,"4,407",3.2,"1,367.10"
42043,PA,Dauphin County,42043021903,1,1,"3,358",3.6,943.2
42043,PA,Dauphin County,42043021904,1,1,"4,770",2.4,"1,951.50"
